Pincode,Place Name,Latitude,Longitude
757045,Jamda,22.0247,86.2494
757043,Madhuldiha,22.0247,86.2494
757041,Udala College,21.5742,86.565
757038,Thakurmunda,21.515,86.1519
757036,Tato,21.7408,86.001
757035,Raruan,21.9667,85.85
757028,Baisinga,21.6519,86.9364
757024,Sankerko,21.851,86.8765
757023,Garia,21.851,86.8765
757021,Deoli,22.05,86.8167
757018,Chitrada,21.7342,86.4763
757016,Rasgovindpur,21.7342,86.4763
757014,Chandua Ashram,21.7342,86.4763
757003,Takatpur (Baripada-3),21.7342,86.4763
757001,Baghra Road,21.7342,86.4763
756181,Madhabnagar,20.9813,84.0822
756166,Balikhand,20.9813,84.0822
756164,Naikanidihi,20.9813,84.0822
756162,Eram,20.9813,84.0822
756143,Nandigaon,20.9813,84.0822
756141,Hatidihi,20.9813,84.0822
756140,Adhuan,20.9813,84.0822
756139,Arsa,20.7833,86.7667
756138,Arad,20.7833,86.7667
756137,Asurali,20.7833,86.7667
756136,Churamani,20.7833,86.7667
756135,Randiahat,20.7833,86.7667
756134,Ada,20.7833,86.7667
756133,Chandbali,20.7833,86.7667
756130,Tihiri,20.7833,86.7667
756129,Ghanteswar,20.9333,86.8
756124,Ertal,20.996,86.706
756123,Sabrang,21.0586,86.6119
756122,Akhuapada,20.996,86.706
756121,Manjuri Road,20.996,86.706
756117,Dakhinbad,21.15,76.15
756116,Arnapal,21.15,76.15
756111,Ranital,21.15,76.15
756110,Ichhapur,21.15,76.15
756101,Charampa,20.9813,84.0822
756084,D K College,21.6857,87.269
756082,Machhadiha,21.6857,87.269
756081,Jamsuli,21.6857,87.269
756080,Irda,21.6857,87.269
756079,Dahamunda,21.6857,87.269
756078,Vellora,21.6857,87.269
756077,Sartha,21.6857,87.269
756076,Lakhnnath Road,21.6857,87.269
756075,Raibania,21.6857,87.269
756074,Dandika,21.6857,87.269
756073,Haldiapada,21.6857,87.269
756072,Mandurkula,21.6857,87.269
756071,Sadanandapur,21.6857,87.269
756058,Raj Berhampur,21.6857,87.269
756057,Balaramgadi,21.6857,87.269
756054,Chak Barhapur,21.6857,87.269
756053,Chak Jagannathpur,21.6857,87.269
756049,Oupada,21.6667,87.4333
756047,Turigaria,21.6667,87.4333
756046,Anantapur,21.6667,87.4333
756045,Hareswar,21.6667,87.4333
756044,Gopalpur (Bis),21.6667,87.4333
756043,Kakhra,21.6667,87.4333
756042,Bahanaga,21.6667,87.4333
756041,Sajanagarh,21.6667,87.4333
756040,Rajnilgiri,21.6667,87.4333
756037,Fulbani,21.7889,87.3222
756036,Dehurda,21.7,87.4167
756035,Kamarda,21.7667,87.35
756034,Nampo,21.7889,87.3222
756033,Hatigarh,21.9,87.2
756032,Nayabazar Jaleswar,21.7889,87.3222
756030,Amarda Road,21.7889,87.3222
756027,Haldipada,21.5889,87.1611
756026,Baliapal,21.6667,87.2833
756025,Chandipur,21.4667,87.0167
756024,Nangaleswar,21.6333,87.1833
756022,Darada,21.5889,87.1611
756017,Sargaon,21.6857,87.269
756003,Sahidpark,21.6857,87.269
756001,Nayabazar Balasore,21.6857,87.269
755050,Jaraka Bazar,20.8528,86.1167
755048,Dala,20.9583,85.8583
755047,Kaliapani,21.0333,85.7667
755046,Hatibari,20.8833,85.95
755044,Chandikhol,20.9583,85.8583
755043,Panikoili,20.9583,85.8583
755042,Ragadi,20.9583,85.8583
755041,Garhmadhupur,20.9583,85.8583
755037,Kanikapara,20.8528,86.1167
755036,Ahiyas,20.8528,86.1167
755035,Angalo,20.8528,86.1167
755032,Rama Chandrapur (Jaipur),20.8528,86.1167
755031,Kamagarh,20.8528,86.1167
755030,Kalyanpur,20.8528,86.1167
755028,Kalaringatta,20.8,86.0917
755027,Arei,20.8,86.0917
755026,Dangadi,20.8,86.0917
755024,Haridaspur,20.7333,86.1167
755023,Jenapur,20.8667,86.0667
755021,Bainsaria,20.8,86.0917
755020,F C Project,20.8,86.0917
755019,Jaipr Road R S,20.8,86.5333
755015,Sankhachilla,20.8,86.5333
755014,Rambagh,20.8,86.5333
755011,Mangalpur,20.8,86.5333
755010,Kaipara,20.8,86.5333
755009,Kabirpur,20.8,86.2667
755008,Dharamshala,20.8,86.2667
755007,Debidwar,20.8,86.2667
755006,Dasarathpur,20.8,86.2667
755001,Jaipur H O,20.8,86.2667
754292,Charinangal,20.4,85.3389
754289,Derabis,20.4,85.3389
754288,Lalitgiri,20.4,85.3389
754281,Badamundai,20.4,85.3389
754280,Charirakaba,20.4,85.3389
754260,Padmapur (Athgarh),20.4,85.3389
754250,Thakurpatna,20.4,85.3389
754248,Iswarpur,20.3167,83.5167
754246,Madanpur,20.3167,83.5167
754244,Jampar,20.3167,83.5167
754243,Pegarpara,20.3167,83.5167
754242,Talchuan,20.3167,83.5167
754240,Dandisahi,20.3167,83.5167
754238,Amruta Manohi,20.4,85.3389
754235,Balikanagopalpur,20.4,85.3389
754233,Anduli,20.4,85.3389
754232,Angulai,20.4,85.3389
754231,Namauza,20.4,85.3389
754229,Ostapur,20.4,86.4
754228,Patkura,20.4,86.4
754227,Olavar,20.4,86.4
754226,Damarpur,20.4,86.4
754225,Rajnagar (Kendrapara),20.4,86.4
754224,Mahakalpara,20.4,86.4
754222,Chaudkulat,20.4,86.4
754220,Rajkanika,20.4,86.4
754217,Alba,20.4,85.3389
754216,Jaria,20.4,85.3389
754215,Pattamundai College,20.4,85.3389
754214,Indupur,20.4,85.3389
754211,Tinimuhani,20.4,85.3389
754210,Danpur,23.5167,74.7167
754208,Chandol,20.4833,86.1
754207,Nischintakoili,20.4833,86.1
754206,Maharga,20.4833,86.1
754205,Balichandrapur,20.4833,86.1
754202,Salipur,20.4833,86.1
754201,Rameswar,20.4833,86.1
754161,Jaipur Ck,20.2542,86.3
754160,Manijanga,20.2542,86.3
754159,Godma,20.2542,86.3
754157,Godijang,20.2542,86.3
754154,Antei,20.2542,86.3
754153,Garadpur,20.2542,86.3
754144,Paradeep Lock,20.2542,86.3
754142,Paradeep Port,20.2542,86.3
754140,Rahama,20.2542,86.3
754139,Tiran,20.2,86.4
754137,Tirtol,20.3,86.3667
754136,Kanakpur,20.2889,86.3056
754133,Tarpur,20.2889,86.3056
754132,Raghunathpur,20.3667,86.15
754119,Machhagaon,20.2542,86.3
754118,Sarichuan,20.2542,86.3
754117,Kandarpur,20.2542,86.3
754116,Madhyasasan,20.2542,86.3
754115,Tarikund,20.2542,86.3
754114,Mandasahi,20.2542,86.3
754113,Naugaonhat,20.2542,86.3
754109,Debidol,20.15,86.2833
754108,Balikuda,20.15,86.2833
754107,Alanahat,20.15,86.2833
754106,Kaduapara,20.15,86.2833
754104,Nalibar,20.15,86.2833
754103,S V M College,20.15,86.2833
754102,Anakhia,20.15,86.2833
754071,Kalingchhak,20.4148,85.5981
754070,Agrahat,20.4148,85.5981
754037,Kanpur,20.4167,85.1667
754034,Maniabandha,20.4556,85.2556
754032,Narsinghpur,20.4667,85.0833
754030,Tigiria,20.4833,85.5167
754028,Charbatia,20.6083,86.025
754027,Chasapara,20.6083,86.025
754026,Daulatabad,20.6083,86.025
754025,Chaudwar Bazar,20.6083,86.025
754024,Dhanmandal,20.7,86.1167
754023,Chhatia,20.6083,86.025
754021,Jagatpur,20.5167,85.9333
754017,Baideswar,20.35,85.3833
754016,Kantapara,20.3583,85.575
754015,Chandaka,20.3667,85.7667
754014,Talabasta,20.3583,85.575
754013,Nandankanan,20.3583,85.575
754012,Tulosipur (Banki),20.3583,85.575
754011,Adaspur,20.3583,85.575
754010,Bairoi,20.3583,85.575
754009,Kalapathar,20.2833,85.3667
754004,Niali,20.15,86.05
754001,Fulnakhara,20.2167,85.7083
753052,Sankhatras,20.8413,85.8176
753051,Telengapentha,20.8413,85.8176
753013,Kalyani Nagar,20.8413,85.8176
753012,Chhatra Bazar,20.8413,85.8176
753011,Gopalpur (Cuttack 2),20.8413,85.8176
753010,Orissa School Of Eng,20.8413,85.8176
753009,Telenga Bazar (Cuttack-9),20.8413,85.8176
753008,Tulsipur (Cuttack-8),20.8413,85.8176
753006,Institute (Cuttack 6),20.8413,85.8176
753004,Nayabazar (Cuttack-4) Cha,20.8413,85.8176
753003,Kaliaboda,20.8413,85.8176
753002,Orissa High Court,20.8413,85.8176
753001,Cantonment Road,20.8413,85.8176
752201,Haldia,21.95,86.35
752119,Lataharan,19.9833,86.0167
752112,Dandamukundpur,19.9833,86.0167
752110,Gop,19.9833,86.0167
752109,Astrang,19.9833,86.2833
752108,Kakatpur,20.0167,86.2
752107,Nayahat,20.08,86.0533
752106,Nimapara,20.0667,86.0167
752105,Balanga,20.05,85.8833
752102,Balipantna,20.08,86.0533
752101,Balianta,20.2833,85.8833
752094,Mahipur,20.1403,85.5
752093,Mandhyakhand,20.1403,85.5
752092,Godipada,20.1403,85.5
752091,Satpatna,20.1403,85.5
752088,Fategarh,20.2,84.9667
752087,Harekrishnapur,20.2,84.9667
752086,Gediapalli,20.2,84.9667
752085,Gania,20.2,84.9667
752084,Daspalla,20.35,84.85
752082,Bahadajhola,20.2,84.9667
752081,Odagaon,20.2,84.9667
752080,Sarankul,20.05,85.0833
752079,Mandhatapur,20.1403,85.5
752070,Nayagarh Bazar (Nayagarh2,20.1403,85.5
752069,Nayagarh H O,20.125,85.3833
752068,Itamati,20.1333,85.15
752067,Manikgoda,20.125,85.3833
752061,Baghamari,20.125,85.3833
752060,Bajpur,20.1167,85.6167
752058,Garhsanput,20.2,85.7083
752056,Pallahat (Khurda-2),20.2,85.7083
752054,Janla,20.2333,85.7167
752050,Jatani,20.1667,85.7
752046,Satsankha,20.1403,85.5
752045,Gabakund,20.1403,85.5
752044,Kalyanpur,20.1403,85.5
752037,N T C Chilika,20.1403,85.5
752035,Gambharimunda,20.1403,85.5
752034,Gangadharpur,20.1403,85.5
752033,Chilika Nuapada,20.1403,85.5
752032,Pavikud,20.1403,85.5
752029,Nairi,20.1833,85.6444
752028,Nachuni,20.1833,85.6444
752026,Rajranpur,20.1833,85.6444
752024,Chandpur,19.9333,85.4167
752023,Tangi,20.5667,85.9833
752022,Kalupuraghat,20.1833,85.6444
752020,Jankia,20.05,85.5333
752019,Nirakarpur,19.9833,85.55
752018,Narangarh,20.0278,85.65
752017,Kanas,20.0167,85.65
752015,Delang,20.0833,85.75
752014,Sakhigopal,20.0278,85.65
752006,Rajsunakhala,20.1403,85.5
752002,Balikhand Chakratirsh,20.1403,85.5
752001,S C S College,20.1403,85.5
751031,Patia,20.8413,85.8176
751014,B J B Nagar,20.8413,85.8176
751013,Laboratory (Bbr-13),20.8413,85.8176
751012,Nayapalli (Bbr-12),20.8413,85.8176
751011,C R P Line (Bbr-11) Piri,20.8413,85.8176
751010,Gada Gopinathprasad,20.8413,85.8176
751009,Ashoka Nagar,20.8413,85.8176
751008,Rajbhawan (Bbr-8),20.8413,85.8176
751007,Madhusudan Nagar,20.8413,85.8176
751005,Sainik School(Bbr-5),20.8413,85.8176
751004,Veer Surendra Sai Nagar,20.8413,85.8176
751003,Ganga Nagar,20.8413,85.8176
751002,Santarpur,20.8413,85.8176
751001,A G Office,20.8413,85.8176
744304,Kapanga,12.1967,92.82
744303,Nancowrie,12.1967,92.82
744302,Campbell Bay,12.1967,92.82
744301,Car Nicobar,12.1967,92.82
744211,Havelock,12.9917,92.95
744210,Oralkatcha,12.9917,92.95
744209,Kadamtala A & N,12.9917,92.95
744208,Bakultala,12.9917,92.95
744207,Hut Bay,12.9917,92.95
744206,Wimberlygunji,12.9917,92.95
744205,Ranghat,12.9917,92.95
744204,Mayabunder,12.9917,92.95
744203,Long Island,12.9917,92.95
744202,Diglipur,13.2667,93
744201,Betapur,12.7167,92.9
744107,Bambooflat,11.6667,92.7333
744106,Shadipur,11.65,92.75
744105,New Secretariate Bldg,11.6667,92.7333
744104,Neel Island,11.6667,92.7333
744103,Jangli Ghat,11.6667,92.7333
744102,Haddo,11.6833,92.7167
744101,Port Blair H O,11.6667,92.7333
743440,Metia,22.6944,88.7803
741101,Nagendra Nagar,13.9463,92.1467
737138,Makha,27.2,88.5611
737137,Namthung,27.2,88.5611
737136,Dain Thong,27.2,88.5611
737135,Ranipool,27.2,88.5611
737134,Singtam,27.2333,88.5
737133,Rhenock,27.1833,88.65
737132,Rangpo,27.1833,88.5333
737131,Ranglu Bazar,27.2,88.5611
737128,Mallibazar,27.1667,88.35
737127,Chakung,27.1667,88.35
737126,Namchi,27.1667,88.35
737122,Sombaray,27.1667,88.35
737121,Nayabazar (Sikkim),27.1667,88.35
737120,Chung Thung,27.1667,88.35
737119,Phodong,27.25,88.15
737118,Phensong,27.25,88.15
737117,Kabi,27.25,88.15
737116,Magan,27.25,88.15
737114,Kaluk Bazar,27.25,88.15
737113,Pelling,27.25,88.15
737112,Dentam,27.25,88.15
737111,Gayzing,27.25,88.15
737107,Dikchu,27.3833,88.5167
737106,Pakyong,27.2333,88.6
737103,Raj Bhavan,27.3083,88.5583
737102,Doorali,27.3083,88.5583
737101,Gangtok H O,27.3083,88.5583
736257,Renishiganj,24.1222,88.8175
736208,Salsalabari,24.1222,88.8175
736207,Barabisha,24.1222,88.8175
736206,Saontalpur,24.1222,88.8175
736204,Mathurabagan,24.1222,88.8175
736203,New Lands,24.1222,88.8175
736202,Kamakshyaguri,24.1222,88.8175
736201,Hatipotha,24.1222,88.8175
736172,Gossairhat Bandar,24.1222,88.8175
736171,Ghokshadanga,24.1222,88.8175
736170,Ghugumari,24.1222,88.8175
736168,Bamanhat,24.1222,88.8175
736166,Chowdhuri Hat,24.1222,88.8175
736160,Tufanganj New Town,24.1222,88.8175
736159,Tuanganj,24.1222,88.8175
736156,Nilkuthi,24.1222,88.8175
736150,Nigamnagar,24.1222,88.8175
736146,Mathabhanga,24.1222,88.8175
736145,Gossanimari,24.1222,88.8175
736135,Dinhata,26.1333,89.4667
736134,Dewanhat,24.1222,88.8175
736133,Baneswar,22.1111,88.1683
736132,Balairhat,24.1222,88.8175
736131,Bakshirhat,24.1222,88.8175
736130,Bakshaduar,24.1222,88.8175
736122,Alipurduar Court,24.1222,88.8175
736121,Alipurduar,24.1222,88.8175
736102,Cooch Behar New Town,24.1222,88.8175
736101,Durgabari Subhapalli,24.1222,88.8175
735307,Dharampur,26.4167,88.9333
735306,Helapakri,26.4167,88.9333
735304,Mekliganj,26.4167,88.9333
735303,Jamaldah,26.4167,88.9333
735302,Domohani,26.4167,88.9333
735301,Changrabandha,26.4167,88.9333
735238,Rungamatti,26.95,88.7
735236,Ranirhat,26.95,88.7
735235,Jalpesh Mondir,26.95,88.7
735234,Gajaldoba,26.95,88.7
735233,Nathuahat,26.95,88.7
735231,Fagu,26.95,88.7
735230,Baradighi,26.95,88.7
735229,Sallihat,26.9,88.9167
735228,Ramjhora,26.9,88.9167
735227,Raja Bhat Khawa,26.9,88.9167
735226,Panabasti,26.9,88.9167
735225,Nagrakata,26.9,88.9167
735224,Maynaguri,26.9,88.9167
735223,Matehi,26.9,88.9167
735222,Manabari,26.9,88.9167
735221,Mal H O,26.9,88.9167
735220,Madarihat,26.9,88.9167
735219,Lataguri,26.6611,89.3333
735217,Kalchini,26.7,89.45
735216,Jateswar,26.6611,89.3333
735215,Hasimara,26.75,89.35
735214,Hamiltonganj,26.6611,89.3333
735213,Gopal Bagan,26.6611,89.3333
735211,Falakata,26.5333,89.2
735210,Dhupgrui,26.6611,89.3333
735209,Dam Dim,26.8667,88.75
735208,Dalsingpara,26.875,88.7667
735207,Chamurchi,26.875,88.7667
735206,Chalsa,26.8833,88.7833
735205,Carron,26.875,88.7667
735202,Banarhat,26.875,88.7667
735201,Ambari Bagan,26.875,88.7667
735140,Goralbari,26.425,88.75
735139,Mandalghat,26.425,88.75
735138,Chaulhati,26.425,88.75
735135,Kamarvita,26.425,88.75
735132,Pandapra Kalibari,26.425,88.75
735122,Haldibari,26.3333,88.7667
735121,Danguajhar,26.3333,88.7667
735102,Engineering College,26.5167,88.7333
735101,Jalpaiguri,26.5167,88.7333
734502,Gairibas,26.87,88.325
734501,Bagrakote,26.87,88.325
734435,Mahanada Project,26.5833,88.3667
734434,Phansidewa,26.5833,88.3667
734433,Kadamtala (Darjeeling),26.5833,88.3667
734431,Sahabad,26.5833,88.3667
734430,North Bengal University,26.5833,88.3667
734429,Naksalbari,26.6833,88.2167
734428,Matigara,26.7167,88.3833
734426,Kamalabagan,26.7,88.3056
734422,Bagdogra,26.7,88.3167
734421,A P Bagdogra,26.7,88.3056
734405,Saktigarh,23.2167,87.9667
734404,Lake Town,26.6708,88.3208
734403,Pradhannagar,26.6708,88.3208
734401,Seyoke Road,26.6708,88.3208
734316,Topkhana,27.15,88.6167
734314,Algarah,27.15,88.6167
734313,Mangpoo,27.15,88.6167
734311,Pedong,27.15,88.6167
734301,Kalimpong,27.15,88.6167
734226,Rangli Rangliot,27.0333,88.3667
734222,Takdah,27.0333,88.3667
734218,Phuguri,26.8667,88.2167
734217,Pankhabari,26.8333,88.2667
734216,Pokhriabong,26.8667,88.2167
734215,Nagrispur,26.8667,88.2167
734214,Mirik,26.9,88.1667
734213,Lopchu,26.8667,88.2167
734204,Dow Hill,26.9222,88.2667
734203,Domaram Busty,26.9222,88.2667
734105,Lebong,27.0833,88.2833
734104,Jalapahar,27.0167,88.2667
734103,North Point,27.05,88.275
734101,Darjeeling Bazar,27.05,88.275
731304,Bagdowara,23.8333,87.8167
731303,Labpur,23.8333,87.8167
731301,Chandidas Nanoor,23.8333,87.8167
731284,Hatia,23.8,88.0083
731255,Panchsowa,23.8,88.0083
731253,Bagdola,23.8,88.0083
731250,Mahula,23.8,88.0083
731247,Chawhatta,22.9667,88.7833
731243,Nalhati Township,22.9667,88.7833
731241,Chandpara,22.9667,88.7833
731240,Bahiri,22.9667,88.7833
731239,Narayanpur (Birbhum),23.95,87.6667
731238,Chatra Birbhum,23.95,87.6667
731237,Lohapur,23.95,87.6667
731234,Sainthia,23.95,87.6667
731233,Chandipur Tarapith,23.95,87.6667
731224,Rampurhat Railpur,24.3,87.8167
731222,Rajgaon,24.3,87.8167
731221,Paikar,24.3,87.8167
731220,Nalhati,24.3,87.8167
731218,Mayureswar,23.9833,87.7667
731217,Margram,23.9833,87.7667
731216,Mallarpur,23.9833,87.7667
731214,Llam Bazar,23.9833,87.7667
731146,Itagaria,22.3342,88.2025
731145,Deucha,22.3342,88.2025
731143,Gargaria,22.3342,88.2025
731141,Nabasan,22.3342,88.2025
731140,Panchhiara,22.3342,88.2025
731139,Patadanga,23.9167,87.3417
731138,Paigara,23.9167,87.3417
731137,Nagari,23.9167,87.3417
731136,Baidyanathpur,23.9167,87.3417
731134,Bakreswar,23.8833,87.3667
731132,Township,23.9167,87.3417
731131,Tantipara,23.9167,87.3417
731130,Rajnagar,23.95,87.3167
731128,Giridanga,23.8,87.3833
731127,Mohammad Bazar,23.8,87.3833
731126,Karidhya,23.8,87.3833
731124,Hetampur Rajbati,23.8,87.3833
731123,Dubrajpur,23.8,87.3833
731121,Abinashpur,23.8,87.3833
731103,Barabagan,23.4919,87.5673
731102,Hatjan Bazar,23.4919,87.5673
731101,Pranabanandapalli,23.4919,87.5673
722208,Pakhanna,23.15,87.6167
722206,Patrasayer,23.15,87.6167
722205,Indas,23.15,87.6167
722204,Hatasuria,23.15,87.6167
722201,Akui,23.15,87.6167
722159,Kamalpur,23.075,87.0583
722158,Saltora,23.5333,86.9333
722156,Panchmura,22.9667,87.1667
722155,Kesiakole,23.075,87.0583
722154,Galia,23.075,87.0583
722152,Taldangra,23.0333,87.1
722150,Sarenga,22.7667,87.0333
722149,Sabrakone,23.1611,87.0667
722148,Ranibandh,22.8667,86.7833
722147,Ramesagar,23.1611,87.0667
722146,Rajagram,23.1611,87.0667
722145,Peardola,23.1611,87.0667
722144,Onda,23.1333,87.2
722142,Maliara,23.4833,87.2167
722139,Kenjakura,23.1119,87.0619
722138,Joypur,23.1119,87.0619
722137,Jhanti Pahari,23.1119,87.0619
722135,Gorabari,23.1119,87.0619
722134,Garh Raipur,23.1119,87.0619
722132,Chatna,23.1119,87.0619
722122,Lalbandh,23.1119,87.0619
722102,Kenduadihi,23.1119,87.0619
722101,Feeder Road,23.1119,87.0619
721160,Radhamohanpur,22.484,87.4703
721158,Baishnabchak,22.484,87.4703
721157,Hoomgarh,22.484,87.4703
721156,Marhtala,22.484,87.4703
721155,Jalchak,22.484,87.4703
721152,Panskura R S,22.484,87.4703
721150,Keshpur,22.484,87.4703
721149,Madpur,22.5347,87.4823
721148,Rohini,22.1667,87.0833
721147,Salbani,22.6333,87.3333
721146,Sekandari,22.5347,87.4823
721145,Salua,22.6386,88.4458
721144,Sabong,22.5347,87.4823
721142,Ramtarakhat,22.5347,87.4823
721141,Ramgarh,22.7,87.0667
721140,Pingla,22.5347,87.4823
721139,Panskura,22.4167,87.7
721138,Nayagram,22.0333,87.1833
721137,Machada,22.3,87.5
721136,Lowada,22.45,87.6167
721134,Power Project,22.3,87.5
721122,Anandapur,22.8333,87.3333
721121,Amlagora,22.8333,87.3333
721101,Tantigeria,22.484,87.4703
713518,Khajurdihi,24.2333,87.6833
713516,Panuhat,24.2333,87.6833
713515,Gangatikuri,24.2333,87.6833
713512,Narayanpur,24.2333,87.6833
713502,Dainhat,24.2333,87.6833
713501,Bagnapara,24.2333,87.6833
713434,Nibhuji Bazar,23.2071,87.8881
713433,Ura,23.2071,87.8881
713431,Bakta,23.2071,87.8881
713428,Adrahati,23.2083,87.7917
713427,Uchalon,23.0333,87.7833
713426,Mandalgram,23.2083,87.7917
713423,Sehara,23.0833,87.8167
713422,Satgachia,23.2667,88.1333
713421,Raina,23.2083,87.7917
713420,Panagarh,23.45,87.4333
713409,Kalna Court,23.2167,88.3667
713408,Jamalpur,23.0667,87.9833
713406,Galsi,23.3333,87.7
713405,Dhatrigram,23.2056,88.0167
713404,Chakdighi,23.2056,88.0167
713402,Arjunpur Bdn,23.2056,88.0167
713401,Ajhapur,23.2056,88.0167
713387,Nadiha,23.6306,87.1196
713385,Landoha,23.6306,87.1196
713384,Parasea,23.6306,87.1196
713383,Satgram,23.6306,87.1196
713382,Parascole,23.6306,87.1196
713381,Nutandanga,23.6306,87.1196
713380,Kendra,23.6306,87.1196
713379,Jemahari,22.9361,88.2319
713378,Haripur,22.9361,88.2319
713377,Gour Bazar,22.9361,88.2319
713376,Dhandadihi,22.9361,88.2319
713372,Radhanagar Rly Colony,22.9361,88.2319
713371,Mithani,22.9361,88.2319
713370,Niramay Sanatorium,22.9361,88.2319
713369,Kalyaneswari,23.7583,87.05
713368,Churulia,23.7833,87.0833
713367,Baradhemo,23.7583,87.05
713366,Barabani,23.7333,87.0167
713364,Rupnarayanpur Bazar,23.7583,87.05
713363,Ukhra,23.7583,87.05
713362,Toposi,23.7583,87.05
713359,Neamatpur,23.7667,86.8833
713358,Searsol Rajbari,23.7667,86.8833
713357,Salanpur,23.7667,86.8833
713347,Karsuli Bazar,23.7167,87.2833
713346,Pandaveswar,23.7167,87.2833
713345,Oyaria,23.7167,87.2833
713344,Nandi,23.7167,87.2833
713343,Kendua,23.7167,87.2833
713342,Kendra,23.7167,87.2833
713341,Kanyapur,23.7167,87.2833
713340,Kalla Cent Hospital,23.7167,87.2833
713339,Kalipahari,23.4333,86.8833
713338,Kajoragram,23.68,86.9233
713337,Jaykaynagar,23.6833,86.9833
713336,Jamuriahat,23.68,86.9233
713335,Hindustan Cable,23.68,86.9233
713334,Domohan Bazar,23.68,86.9233
713333,Disergarh,23.6833,86.8333
713332,Debchand Nagar,23.68,86.9233
713331,Chittaranjan,23.8667,86.8667
713330,Charanpur,23.7333,87.05
713326,Choto Dighari,23.6,87.2
713325,Santinagar,23.6,87.2
713323,Ballavpur,23.6,87.2
713322,Bahula,23.6,87.2
713321,Andal,23.6,87.2
713304,Hill View,23.6306,87.1196
713303,Ushagram,23.6306,87.1196
713301,S B Gorai Road,23.6306,87.1196
713215,Durgapur Chemical,23.4621,87.5753
713210,V K Nagar,23.4621,87.5753
713209,M G Avenue,23.4621,87.5753
713206,A B V Township Durgapur,23.4621,87.5753
713203,Durgapur Steel Project St,23.4621,87.5753
713202,Railpar,23.4621,87.5753
713201,Zone Colony,23.4621,87.5753
713174,Mangalkote,23.3222,88.0278
713173,Uniatatarpur,23.3222,88.0278
713168,Paharhati,23.3222,88.0278
713167,Orgram,23.3222,88.0278
713166,Nabagram (Bdn),23.3222,88.0278
713165,Nasigram,23.3222,88.0278
713162,Hatkriti Nagar,23.3222,88.0278
713161,Galatun,23.3222,88.0278
713160,Gonpur,23.3222,88.0278
713157,Akalpoush,23.3222,88.0278
713156,Aushgram,23.3222,88.0278
713155,Amarargarh,23.3222,88.0278
713154,Amadpur,23.3222,88.0278
713152,Bannabagram,23.3222,88.0278
713151,Rasulpur,23.3222,88.0278
713149,Saktigarh,23.2167,87.9667
713148,Panagarh Bazar,23.3533,87.9833
713147,Nutanhat,23.3533,87.9833
713146,Bamunpara,23.2,88.1167
713145,Manteswar,23.4333,88.1
713144,Mankar,23.3533,87.9833
713142,Khandaghosh,23.2167,87.6833
713141,Khana Jn,23.3533,87.9833
713140,Ketugram,23.7,88.05
713130,Katwa Bazar,23.3222,88.0278
713129,Kandra,23.1667,88.25
713123,Banwaribad Raj,23.1667,88.25
713122,Baidyapur,23.1667,88.25
713121,Aruar,23.1667,88.25
713104,Sarbamangalabari,23.3222,88.0278
713102,Nutanganj,23.3222,88.0278
713101,Ranisayar,23.3222,88.0278
712703,Nawabpur,22.6864,88.2658
712702,Chanditala,22.6864,88.2658
712617,Baradangal,22.2397,88.4019
712614,Goghat,22.2397,88.4019
712613,Gourhati,22.2397,88.4019
712612,Kamarpukur,22.2397,88.4019
712601,Arambagh Court,22.2397,88.4019
712515,Khamar Gachi,22.8501,88.4172
712513,Nayasarai,22.8501,88.4172
712512,Guptipara,22.8501,88.4172
712504,Chandrahati,22.8501,88.4172
712502,Shibpur Bansberia,22.9719,88.3994
712501,Balagarh,22.7283,88.435
712429,Rauth Khana,22.8367,88.1206
712428,Keshabpur,22.8367,88.1206
712426,Prasadpur,22.8367,88.1206
712424,Antpar,22.8367,88.1206
712423,Gopinagar,22.8367,88.1206
712419,Jangalpara,22.4167,88.1167
712418,Pargopalnagar,22.4167,88.1167
712417,Rajhati Bandar,22.4167,88.1167
712416,Natibpur,22.4167,88.1167
712415,Saidpur,22.4167,88.1167
712414,Deulpara,22.4167,88.1167
712413,Mayapur,22.4167,88.1167
712412,Helan,22.4167,88.1167
712411,Ramnagar (Hooghly),22.4167,88.1167
712407,Lllahipur,22.8146,88.0047
712406,Khanakul,22.7167,87.85
712405,Khamar Chandi,22.8146,88.0047
712404,Jangipara,22.7342,88.0642
712403,Haripal,22.8219,88.1094
712402,Dasghara,22.9667,88.0333
712401,Champadanga,22.8333,87.9667
712307,Pownan,22.97,88.1033
712303,Gurup,22.97,88.1033
712302,Dhaniakhali,22.97,88.1033
712258,Uttarpara,22.6683,88.3458
712248,Rishra,22.7142,88.3478
712247,Raghunathpur (Hooghly),22.7142,88.3478
712246,Nabagram (Hooghly),22.7142,88.3478
712245,Makhla,22.7142,88.3478
712235,Cripar Road,22.7268,88.3531
712234,Kanaipur,22.7268,88.3531
712223,Sheoraphuli,22.7978,88.3658
712222,Champdani,22.7978,88.3658
712221,Durgapur Briek Field,22.7978,88.3658
712204,Chatra Hooghly,22.7268,88.3531
712203,Mallickpara,22.7268,88.3531
712202,Mahes-I,22.7268,88.3531
712201,Serampore H O,22.7268,88.3531
712155,Ayemanawabpur,22.6264,88.1725
712154,Polba,22.9633,88.3028
712153,Ramnathpur,22.6264,88.1725
712152,Rameswarpur,22.2894,88.0422
712151,Raijamna,22.6264,88.1725
712150,Rabindranagar,22.6264,88.1725
712149,Pravashnagar,23.0833,88.2833
